007154-RA,94
023513-RA,100
004119-RA,36
022281-RA,446
007963-RA,516
015715-RA,320
000549-RA,183
023226-RA,357
001745-RA,311
006828-RA,608
025633-RA,360
021526-RA,170
025049-RA,260
009883-RA,892
017521-RA,257
012834-RA,783
008468-RA,149
017075-RA,270
001205-RA,289
015213-RA,344
012663-RA,796
007539-RA,181
010155-RA,163
003176-RA,150
003608-RA,628
006974-RA,93
013016-RA,364
008862-RA,121
010186-RA,475
009152-RA,31
003855-RA,131
021635-RA,912
023567-RA,229
018314-RA,110
004904-RA,212
013795-RA,630
004927-RA,578
017368-RA,239
016249-RA,595
023240-RA,299
018697-RA,292
014996-RA,1418
010713-RA,336
020331-RA,334
022149-RA,97
012858-RA,391
016619-RA,93
023928-RA,237
013392-RA,114
010281-RA,160
014281-RA,341
008592-RA,58
012564-RA,198
010839-RA,94
023011-RA,42
008440-RA,1603
003101-RA,703
008986-RA,369
007471-RA,389
003649-RA,87
010616-RA,133
008654-RA,243
018357-RA,41
025133-RA,179
008466-RA,312
010422-RA,83
004791-RA,137
014720-RA,342
010147-RA,646
018104-RA,154
005888-RA,258
015307-RA,347
018404-RA,662
018771-RA,293
005423-RA,229
022948-RA,320
004881-RA,784
020149-RA,555
005452-RA,165
003903-RA,1713
023865-RA,295
009739-RA,235
009686-RA,1802
005677-RA,68
006492-RA,181
009195-RA,34
006946-RA,219
018550-RA,36
016295-RA,1817
020805-RA,308
003938-RA,133
019273-RA,1768
021466-RA,462
006022-RA,83
021345-RA,606
000822-RA,588
020799-RA,425
022473-RA,297
005731-RA,331
007414-RA,361
018199-RA,76
008341-RA,273
014162-RA,361
017497-RA,618
009140-RA,652
014721-RA,1741
009142-RA,495
019746-RA,195
015580-RA,284
019657-RA,600
016526-RA,55
012678-RA,133
001923-RA,93
000745-RA,227
000995-RA,266
000298-RA,302
001675-RA,336
005542-RA,74
018990-RA,70
016925-RA,163
012199-RA,813
025481-RA,494
007797-RA,153
017572-RA,88
005237-RA,447
012018-RA,45
001791-RA,430
024348-RA,551
024592-RA,224
005490-RA,572
008091-RA,70
018655-RA,474
014552-RA,441
023559-RA,212
005736-RA,314
024048-RA,486
004954-RA,384
018572-RA,24
009645-RA,85
008647-RA,171
007321-RA,106
024333-RA,75
004098-RA,847
014790-RA,165
022435-RA,227
014725-RA,41
009566-RA,86
022395-RA,627
002480-RA,888
017410-RA,1196
018994-RA,1021
003426-RA,335
009384-RA,255
004121-RA,1888
009892-RA,53
012848-RA,298
007848-RA,1900
004317-RA,304
018645-RA,122
017021-RA,727
011019-RA,281
005714-RA,103
008849-RA,227
010005-RA,433
011162-RA,43
004044-RA,272
001619-RA,2269
023444-RA,783
024279-RA,327
001519-RA,199
003514-RA,1483
003489-RA,685
006619-RA,201
013193-RA,426
023057-RA,98
000219-RA,191
013735-RA,611
005214-RA,34
008997-RA,277
004767-RA,110
005903-RA,83
020987-RA,104
016546-RA,104
003808-RA,83
020914-RA,159
025394-RA,302
001684-RA,320
007043-RA,211
012053-RA,519
006313-RA,498
008576-RA,1532
015111-RA,75
025100-RA,506
017542-RA,107
021650-RA,905
025203-RA,486
012830-RA,43
021794-RA,398
003979-RA,314
015231-RA,157
017483-RA,275
015774-RA,323
019021-RA,288
016166-RA,810
009766-RA,157
016945-RA,565
018588-RA,110
016966-RA,156
007544-RA,65
005351-RA,553
003226-RA,226
021087-RA,253
003337-RA,367
012585-RA,393
017958-RA,97
009331-RA,199
022559-RA,276
010923-RA,326
000698-RA,441
017074-RA,158
013449-RA,143
007342-RA,267
000612-RA,167
001529-RA,271
025752-RA,286
017558-RA,652
011743-RA,130
003010-RA,545
013023-RA,620
001671-RA,312
012703-RA,85
008594-RA,149
019034-RA,949
015085-RA,46
015274-RA,124
004611-RA,148
006628-RA,399
024307-RA,685
012127-RA,804
012899-RA,60
018443-RA,426
024133-RA,43
021657-RA,362
025119-RA,311
018282-RA,48
021555-RA,113
014519-RA,475
006307-RA,548
014999-RA,181
007315-RA,34
015048-RA,63
002459-RA,737
007246-RA,44
009235-RA,340
022064-RA,321
006280-RA,160
015557-RA,299
014343-RA,832
000656-RA,285
008169-RA,285
020700-RA,117
012845-RA,434
025991-RA,79
016363-RA,434
021576-RA,313
011271-RA,60
010954-RA,842
022888-RA,162
012101-RA,76
024845-RA,138
019572-RA,214
000776-RA,612
003313-RA,78
005783-RA,61
013212-RA,2553
006516-RA,141
011763-RA,710
001419-RA,147
017362-RA,277
010089-RA,1056
007462-RA,107
